File Used,Matching Request Item From File,Applicable Department
17.5 5.3 Standard DD.xls,List of training programs,HR
17.5 5.3 Standard DD.xls,"Provide copies of tax returns and all relevant workpapers (including copies of statutory accounts, supporting trial balances, details of fixed asset registers and tax credit balances) and the dates the returns were filed for the non-statute barred years and their status, including but not limited to any consolidated groups in which they relate. Please include copies of any notices or statements received from the IRS for non statute barred years.","HR, Finance"
17.5 5.3 Standard DD.xls,"Confirm those US States in which US state tax or local income tax is payable and provide copies of state tax and local tax returns filed. If not separately provided, provide all correspondence and workpapers relating to any state or local tax audits by local tax authorities","HR, Finance"
17.5 5.3 Standard DD.xls,Copies of all tax returns and work-papers that are still open or able to be reviewed by the relevant tax authority including employer tax filings and other withholding taxes. Details to include returns and assessments for non-statute barred years.,"HR, Finance"
17.5 5.3 Standard DD.xls,"Material correspondence with tax authorities for all open periods including rulings, elections filed, and transfer pricing agreements as may apply to the businesses.",Finance
17.5 5.3 Standard DD.xls,"With regard to tax audits, provide details of completed and signed off tax audits (income and all other taxes including but not limited to withholding taxes), audit adjustments or proposed adjustments including details on any disputed positions, closing agreements for recently settled examinations, as well as, in regard to uncompleted tax audits, status reports and information document requests for current examinations.",Finance
17.5 5.3 Standard DD.xls,Provide copies of all tax advice provided to or in respect of the target entities provided by external or internal advisors.,Finance
17.5 5.3 Standard DD.xls,"Provide details of tax accounting policies adopted in the preparation of the tax provisions in the target company accounts including details of all deferred tax balances, provisions for tax and reconciliations.",Finance
17.5 5.3 Standard DD.xls,A copy of the relevant group structure chart including details of amalgamations and offshore interests held (if any).,Finance
17.5 5.3 Standard DD.xls,"A list of all tax litigation, and connected administrative proceedings or governmental investigations or inquiries, in process, pending or threatened by Federal, State and municipal authorities, and all material fines or penalties to which the business is or may become subject in connection with such proceedings, investigations or inquiries, annexed by an estimation of the current value in dispute, together with the criteria adopted for the calculation of such an estimation",Finance
17.5 5.3 Standard DD.xls,All audit responses to the independent public accountants regarding tax and administrative litigation in which the Company is or may be involved for the past five years,Finance
17.5 5.3 Standard DD.xls,"Presentation of all relevant clearance certificates, issued by competent authorities.",Finance
17.5 5.3 Standard DD.xls,"Please provide budget information for the previous 5 (five) years and supporting assumptions including detailed P&L, balance sheet, cash flow and investment requirements, including explanation for any specific profit improvement from historical performance (including alternative scenarios and sensitivity analysis if available)",Finance
17.5 5.3 Standard DD.xls,Names of management and other parties responsible for the preparation of the prospective financial information,Finance
17.5 5.3 Standard DD.xls,"Description of the process and methodology used to develop the prospective financial information detailed financial forecasts for the next 3 (three) financial years, including product mix, volume, selling price etc",Finance
17.5 5.3 Standard DD.xls,Current strategic and business plans,Finance
17.5 5.3 Standard DD.xls,Strategic and business plans for the last 5 (five) years,Finance
17.5 5.3 Standard DD.xls,Articles of Association in effect,HR
17.5 5.3 Standard DD.xls,Minutes of Meetings of Board of Directors and board of officers,HR
17.5 5.3 Standard DD.xls,"Annual reports, interim reports and any other communications to shareholders",HR
17.5 5.3 Standard DD.xls,Minutes of all shareholders’ meetings,HR
17.5 5.3 Standard DD.xls,"Minutes of all Board Audit Committee meetings, if any",HR
17.5 5.3 Standard DD.xls,"Corporate management organization chart including title, function and responsibility",HR
17.5 5.3 Standard DD.xls,A list of all direct and indirect subsidiaries and affiliates showing for each subsidiary and affiliate the equity percentage owned for the past 2 (two) years and at present,HR
17.5 5.3 Standard DD.xls,Copies of all powers of attorney currently in effect,HR
17.5 5.3 Standard DD.xls,"All significant documents relating to any mergers, consolidations, reorganizations, acquisitions or dispositions for the past 3 (three) years.",HR
17.5 5.3 Standard DD.xls,Material reports filed and significant correspondence with or response to inquiries of any regulatory agencies for the past 3 (three) years,"HR, Legal"
17.5 5.3 Standard DD.xls,"All material governmental permits, licenses, consents and regulatory approvals, including copies of registration with authorities, as well as registration, permits and licenses with any agency regarding environmental control, and those connected with milk or related products and with the agricultural and health ministries. Provide a list of all of the above in the first instance (prior to copies)","HR, Legal"
17.5 5.3 Standard DD.xls,"Schedule describing any investigation, lawsuit or other procedure with respect to violations of any competition or trade regulation legislation that the company has been subject to in the past. Indicate any restrictions within which the company may currently be operating.","HR, Legal"
17.5 5.3 Standard DD.xls,Copies of all agreements with competitors.,"HR, Legal"
17.5 5.3 Standard DD.xls,"Copies of all product, label and advertising (claims) registrations at relevant Health Departments.","HR, Legal"
17.5 5.3 Standard DD.xls,"Copies of all permits to import, manufacture and sell products regulated by Health or Agricultural Laws.","HR, Legal"
17.5 5.3 Standard DD.xls,"Please describe any material violation of any statute or law or any judgment, decree, order, regulation or rule of any court or governmental authority, which would arise by reason of the participation of any of the vendor’s businesses in the Transaction.","HR, Legal"
17.5 5.3 Standard DD.xls,All audit response letters from attorneys to the independent public accountants regarding civil and administrative litigation in which the business has been involved for the past 3 (three) years,Legal
17.5 5.3 Standard DD.xls,"Information about acts or facts, which may give rise to judicial or administrative proceedings.",Legal
17.5 5.3 Standard DD.xls,All arrangements with the vendor and any related entity,IT
17.5 5.3 Standard DD.xls,"Any joint venture and partnership agreements other than those with Fonterra, including any amendments relating thereto",IT
17.5 5.3 Standard DD.xls,"All licensing agreements (including software and other information technology licenses), technical assistance agreements and franchises including any amendments relating thereto",IT
